issue_date,due_date,return_date,days_on_loan,overdue_status,book_id,book_title,genre,author,borrower_id,borrower_name,borrower_type,borrower_age_group,student_major,student_batch
2024-11-21,2024-12-10,2024-12-10,19.0,Returned On Time,45,Alice's Adventures in Wonderland,Computer Science,Author S,10044,Student 44,Student,18-20,Civil Engineering,2023
2023-08-28,2023-09-05,2023-09-05,8.0,Returned On Time,34,Freakonomics,Computer Science,Author H,10002,Student 2,Student,21-23,Physics,2022
2024-11-18,2024-12-04,2024-12-04,16.0,Returned On Time,9,The Odyssey,Philosophy,Author I,10042,Student 42,Student,24-25,Mechanical Engineering,2022
2024-07-31,2024-08-23,,,Overdue,41,Fahrenheit 451,Philosophy,Author O,10017,Student 17,Student,21-23,Sociology,2024
2024-08-18,2024-09-05,2024-09-05,18.0,Returned On Time,7,War and Peace,Computer Science,Author G,10036,Student 36,Student,24-25,Electrical Engineering,2023
2023-11-04,2023-11-18,,,Overdue,12,Dune,Science,Author L,10008,Student 8,Student,21-23,Mechanical Engineering,2022
2023-03-25,2023-04-16,,,Overdue,41,Fahrenheit 451,Philosophy,Author O,10019,Student 19,Student,24-25,Psychology,2024
2024-12-05,2024-12-29,2024-12-19,14.0,Returned On Time,18,The Elements of Style,History,Author R,10004,Student 4,Student,24-25,Chemistry,2023
2024-11-16,2024-11-25,2024-11-25,9.0,Returned On Time,27,Abstract Algebra,Philosophy,Author A,10003,Student 3,Student,18-20,History,2023
2024-07-12,2024-07-31,,,Overdue,12,Dune,Science,Author L,10021,Student 21,Student,21-23,Computer Science,2024
2023-07-18,2023-07-28,2023-07-28,10.0,Returned On Time,11,The Lord of the Rings,Mathematics,Author K,10033,Student 33,Student,18-20,Economics,2022
2024-02-22,2024-03-19,2024-03-10,17.0,Returned On Time,31,Microeconomics,Fiction,Author E,10015,Student 15,Student,24-25,Computer Science,2024
2023-04-26,2023-05-13,2023-05-02,6.0,Returned On Time,20,The Pragmatic Programmer,Economics,Author T,10032,Student 32,Student,18-20,English Literature,2023
2024-01-08,2024-01-25,2024-01-25,17.0,Returned On Time,14,Cosmos,Mathematics,Author N,10019,Student 19,Student,24-25,Psychology,2024
2024-04-27,2024-05-16,2024-05-15,18.0,Returned On Time,48,Wuthering Heights,Computer Science,Author V,10017,Student 17,Student,21-23,Sociology,2024
2024-01-06,2024-01-24,2024-01-17,11.0,Returned On Time,3,To Kill a Mockingbird,Fiction,Author C,10009,Student 9,Student,24-25,Sociology,2023
2023-02-04,2023-02-28,,,Overdue,14,Cosmos,Mathematics,Author N,10037,Student 37,Student,24-25,Sociology,2022
2024-01-24,2024-02-02,2024-02-02,9.0,Returned On Time,19,Clean Code,Science,Author S,10003,Student 3,Student,18-20,History,2023
2024-08-31,2024-09-24,2024-09-21,21.0,Returned On Time,22,Data Science for Business,Science,Author V,10047,Student 47,Student,21-23,Mechanical Engineering,2023
2024-07-26,2024-08-10,2024-08-04,9.0,Returned On Time,16,The Selfish Gene,Fiction,Author P,10023,Student 23,Student,24-25,Mechanical Engineering,2022
2024-05-09,2024-05-16,2024-05-16,7.0,Returned On Time,11,The Lord of the Rings,Mathematics,Author K,10040,Student 40,Student,21-23,Mathematics,2023
2024-01-13,2024-01-23,2024-01-23,10.0,Returned On Time,11,The Lord of the Rings,Mathematics,Author K,10013,Student 13,Student,18-20,Physics,2022
2024-03-04,2024-03-21,2024-03-21,17.0,Returned On Time,5,The Catcher in the Rye,Mathematics,Author E,10044,Student 44,Student,18-20,Civil Engineering,2023
2023-02-27,2023-03-06,2023-03-06,7.0,Returned On Time,39,The Tipping Point,History,Author M,10042,Student 42,Student,24-25,Mechanical Engineering,2022
2024-09-22,2024-10-04,2024-10-04,12.0,Returned On Time,20,The Pragmatic Programmer,Economics,Author T,10046,Student 46,Student,18-20,English Literature,2024
2023-03-09,2023-03-18,2023-03-14,5.0,Returned On Time,32,Macroeconomics,Economics,Author F,10044,Student 44,Student,18-20,Civil Engineering,2023
2023-08-26,2023-09-19,2023-09-08,13.0,Returned On Time,25,Calculus: Early Transcendentals,Science,Author Y,10008,Student 8,Student,21-23,Mechanical Engineering,2022
2024-12-12,2024-12-31,2024-12-25,13.0,Returned On Time,9,The Odyssey,Philosophy,Author I,10013,Student 13,Student,18-20,Physics,2022
2024-09-11,2024-09-20,2024-09-20,9.0,Returned On Time,14,Cosmos,Mathematics,Author N,10035,Student 35,Student,18-20,Biology,2024
2023-07-27,2023-08-17,2023-08-17,21.0,Returned On Time,27,Abstract Algebra,Philosophy,Author A,10003,Student 3,Student,18-20,History,2023
2023-09-27,2023-10-12,2023-10-07,10.0,Returned On Time,25,Calculus: Early Transcendentals,Science,Author Y,10050,Student 50,Student,18-20,History,2024
2023-03-10,2023-03-24,2023-03-24,14.0,Returned On Time,7,War and Peace,Computer Science,Author G,10013,Student 13,Student,18-20,Physics,2022
2024-01-31,2024-02-14,2024-02-14,14.0,Returned On Time,29,Democracy in America,Mathematics,Author C,10003,Student 3,Student,18-20,History,2023
2024-10-17,2024-10-28,2024-10-28,11.0,Returned On Time,46,Treasure Island,Economics,Author T,10043,Student 43,Student,24-25,Biology,2024
2024-05-28,2024-06-14,2024-06-12,15.0,Returned On Time,17,A Brief History of Time,Philosophy,Author Q,10036,Student 36,Student,24-25,Electrical Engineering,2023
2024-08-04,2024-08-26,2024-08-22,18.0,Returned On Time,26,Linear Algebra Done Right,Mathematics,Author Z,10034,Student 34,Student,21-23,Physics,2024
2023-02-28,2023-03-20,2023-03-07,7.0,Returned On Time,17,A Brief History of Time,Philosophy,Author Q,10014,Student 14,Student,18-20,Chemistry,2022
2024-03-26,2024-04-22,2024-04-14,19.0,Returned On Time,41,Fahrenheit 451,Philosophy,Author O,10042,Student 42,Student,24-25,Mechanical Engineering,2022
2024-04-05,2024-04-24,2024-04-21,16.0,Returned On Time,10,Crime and Punishment,Science,Author J,10034,Student 34,Student,21-23,Physics,2024
2024-12-23,2025-01-14,,,Overdue,35,The Structure of Scientific Revolutions,Computer Science,Author I,10030,Student 30,Student,18-20,History,2022
2023-05-18,2023-06-08,2023-05-23,5.0,Returned On Time,28,The Federalist Papers,Computer Science,Author B,10003,Student 3,Student,18-20,History,2023
2024-12-25,2025-01-10,2025-01-10,16.0,Returned On Time,48,Wuthering Heights,Computer Science,Author V,10032,Student 32,Student,18-20,English Literature,2023
2023-03-28,2023-04-12,2023-04-04,7.0,Returned On Time,29,Democracy in America,Mathematics,Author C,10029,Student 29,Student,24-25,Economics,2024
2024-06-29,2024-07-25,2024-07-03,4.0,Returned On Time,7,War and Peace,Computer Science,Author G,10046,Student 46,Student,18-20,English Literature,2024
2023-09-28,2023-10-10,2023-10-07,9.0,Returned On Time,22,Data Science for Business,Science,Author V,10004,Student 4,Student,24-25,Chemistry,2023
2024-11-24,2024-12-16,2024-12-16,22.0,Returned On Time,3,To Kill a Mockingbird,Fiction,Author C,10043,Student 43,Student,24-25,Biology,2024
2023-07-14,2023-07-25,2023-07-25,11.0,Returned On Time,16,The Selfish Gene,Fiction,Author P,10023,Student 23,Student,24-25,Mechanical Engineering,2022
2024-04-25,2024-05-02,2024-05-02,7.0,Returned On Time,29,Democracy in America,Mathematics,Author C,10004,Student 4,Student,24-25,Chemistry,2023
2023-09-21,2023-10-18,2023-10-06,15.0,Returned On Time,25,Calculus: Early Transcendentals,Science,Author Y,10040,Student 40,Student,21-23,Mathematics,2023
2023-01-29,2023-02-07,2023-02-07,9.0,Returned On Time,11,The Lord of the Rings,Mathematics,Author K,10010,Student 10,Student,21-23,Psychology,2024
2023-05-24,2023-05-31,2023-05-31,7.0,Returned On Time,30,The Republic,History,Author D,10019,Student 19,Student,24-25,Psychology,2024
2023-12-23,2024-01-14,,,Overdue,16,The Selfish Gene,Fiction,Author P,10042,Student 42,Student,24-25,Mechanical Engineering,2022
2024-07-18,2024-08-03,2024-08-03,16.0,Returned On Time,20,The Pragmatic Programmer,Economics,Author T,10029,Student 29,Student,24-25,Economics,2024
2023-03-06,2023-03-22,2023-03-22,16.0,Returned On Time,24,Deep Learning,Science,Author X,10004,Student 4,Student,24-25,Chemistry,2023
2023-08-16,2023-09-08,2023-08-27,11.0,Returned On Time,30,The Republic,History,Author D,10047,Student 47,Student,21-23,Mechanical Engineering,2023
2024-04-09,2024-04-28,2024-04-16,7.0,Returned On Time,5,The Catcher in the Rye,Mathematics,Author E,10004,Student 4,Student,24-25,Chemistry,2023
2023-10-07,2023-10-25,2023-10-25,18.0,Returned On Time,7,War and Peace,Computer Science,Author G,10027,Student 27,Student,21-23,English Literature,2022
2024-02-22,2024-03-03,2024-03-03,10.0,Returned On Time,15,"Thinking, Fast and Slow",History,Author O,10002,Student 2,Student,21-23,Physics,2022
2023-12-18,2024-01-14,2024-01-08,21.0,Returned On Time,31,Microeconomics,Fiction,Author E,10036,Student 36,Student,24-25,Electrical Engineering,2023
2023-12-12,2023-12-25,2023-12-21,9.0,Returned On Time,27,Abstract Algebra,Philosophy,Author A,10050,Student 50,Student,18-20,History,2024
2023-01-24,2023-02-09,2023-02-09,16.0,Returned On Time,31,Microeconomics,Fiction,Author E,10016,Student 16,Student,24-25,Mechanical Engineering,2024
2024-10-20,2024-10-27,2024-10-27,7.0,Returned On Time,4,Pride and Prejudice,Computer Science,Author D,10011,Student 11,Student,21-23,History,2022
2023-10-10,2023-10-30,2023-10-30,20.0,Returned On Time,22,Data Science for Business,Science,Author V,10010,Student 10,Student,21-23,Psychology,2024
2023-06-13,2023-07-08,2023-06-19,6.0,Returned On Time,23,Machine Learning Yearning,Science,Author W,10024,Student 24,Student,21-23,Physics,2024
2024-10-16,2024-11-02,2024-10-22,6.0,Returned On Time,19,Clean Code,Science,Author S,10040,Student 40,Student,21-23,Mathematics,2023
2023-09-01,2023-09-11,2023-09-11,10.0,Returned On Time,14,Cosmos,Mathematics,Author N,10005,Student 5,Student,21-23,Computer Science,2023
2023-05-25,2023-06-09,2023-06-05,11.0,Returned On Time,49,Jane Eyre,History,Author W,10015,Student 15,Student,24-25,Computer Science,2024
2023-04-16,2023-05-12,2023-05-02,16.0,Returned On Time,33,Nudge,Economics,Author G,10020,Student 20,Student,18-20,Psychology,2023
2024-04-09,2024-05-06,,,Overdue,3,To Kill a Mockingbird,Fiction,Author C,10034,Student 34,Student,21-23,Physics,2024
2024-12-02,2024-12-13,2024-12-09,7.0,Returned On Time,35,The Structure of Scientific Revolutions,Computer Science,Author I,10045,Student 45,Student,24-25,Physics,2022
2024-11-02,2024-11-23,2024-11-12,10.0,Returned On Time,27,Abstract Algebra,Philosophy,Author A,10042,Student 42,Student,24-25,Mechanical Engineering,2022
2024-11-07,2024-12-02,2024-11-30,23.0,Returned On Time,42,The Hobbit,Science,Author P,10002,Student 2,Student,21-23,Physics,2022
2023-04-08,2023-04-15,2023-04-13,5.0,Returned On Time,26,Linear Algebra Done Right,Mathematics,Author Z,10001,Student 1,Student,18-20,Chemistry,2024
2023-04-28,2023-05-05,2023-05-05,7.0,Returned On Time,33,Nudge,Economics,Author G,10035,Student 35,Student,18-20,Biology,2024
2024-08-09,2024-08-22,2024-08-20,11.0,Returned On Time,44,Dracula,Mathematics,Author R,10031,Student 31,Student,24-25,Mechanical Engineering,2024
2024-08-26,2024-09-15,2024-09-15,20.0,Returned On Time,9,The Odyssey,Philosophy,Author I,10016,Student 16,Student,24-25,Mechanical Engineering,2024
2023-10-07,2023-10-22,2023-10-14,7.0,Returned On Time,27,Abstract Algebra,Philosophy,Author A,10035,Student 35,Student,18-20,Biology,2024
2024-06-01,2024-06-19,2024-06-05,4.0,Returned On Time,48,Wuthering Heights,Computer Science,Author V,10022,Student 22,Student,24-25,Civil Engineering,2024
2024-08-13,2024-08-28,2024-08-24,11.0,Returned On Time,21,Introduction to Algorithms,Philosophy,Author U,10006,Student 6,Student,21-23,History,2022
2023-07-28,2023-08-10,2023-08-09,12.0,Returned On Time,48,Wuthering Heights,Computer Science,Author V,10007,Student 7,Student,21-23,Civil Engineering,2024
2024-02-21,2024-03-08,2024-03-06,14.0,Returned On Time,5,The Catcher in the Rye,Mathematics,Author E,10039,Student 39,Student,18-20,Mathematics,2022
2024-10-10,2024-11-02,2024-10-30,20.0,Returned On Time,20,The Pragmatic Programmer,Economics,Author T,10014,Student 14,Student,18-20,Chemistry,2022
2023-11-18,2023-12-05,2023-12-05,17.0,Returned On Time,1,The Great Gatsby,Fiction,Author A,10012,Student 12,Student,18-20,Mathematics,2023
2024-05-04,2024-05-17,2024-05-17,13.0,Returned On Time,4,Pride and Prejudice,Computer Science,Author D,10025,Student 25,Student,18-20,Computer Science,2022
2024-07-28,2024-08-24,2024-08-15,18.0,Returned On Time,36,The Art of War,Computer Science,Author J,10020,Student 20,Student,18-20,Psychology,2023
2024-03-03,2024-03-16,2024-03-11,8.0,Returned On Time,27,Abstract Algebra,Philosophy,Author A,10045,Student 45,Student,24-25,Physics,2022
2023-09-22,2023-09-29,2023-09-29,7.0,Returned On Time,11,The Lord of the Rings,Mathematics,Author K,10035,Student 35,Student,18-20,Biology,2024
2024-12-24,2025-01-11,2025-01-05,12.0,Returned On Time,27,Abstract Algebra,Philosophy,Author A,10005,Student 5,Student,21-23,Computer Science,2023
2023-08-16,2023-09-06,2023-08-22,6.0,Returned On Time,7,War and Peace,Computer Science,Author G,10037,Student 37,Student,24-25,Sociology,2022
2023-12-22,2024-01-02,2024-01-02,11.0,Returned On Time,7,War and Peace,Computer Science,Author G,10041,Student 41,Student,24-25,History,2023
2023-01-28,2023-02-16,2023-02-16,19.0,Returned On Time,39,The Tipping Point,History,Author M,10047,Student 47,Student,21-23,Mechanical Engineering,2023
2023-11-04,2023-11-12,2023-11-09,5.0,Returned On Time,31,Microeconomics,Fiction,Author E,10001,Student 1,Student,18-20,Chemistry,2024
2023-05-02,2023-05-16,2023-05-13,11.0,Returned On Time,49,Jane Eyre,History,Author W,10038,Student 38,Student,21-23,Civil Engineering,2024
2024-08-12,2024-08-23,2024-08-20,8.0,Returned On Time,21,Introduction to Algorithms,Philosophy,Author U,10008,Student 8,Student,21-23,Mechanical Engineering,2022
2024-02-12,2024-03-07,2024-02-17,5.0,Returned On Time,42,The Hobbit,Science,Author P,10024,Student 24,Student,21-23,Physics,2024
2024-02-17,2024-02-27,2024-02-21,4.0,Returned On Time,2,1984,Science,Author B,10020,Student 20,Student,18-20,Psychology,2023
2024-04-19,2024-05-11,2024-04-29,10.0,Returned On Time,11,The Lord of the Rings,Mathematics,Author K,10019,Student 19,Student,24-25,Psychology,2024
2023-02-20,2023-03-16,2023-03-06,14.0,Returned On Time,2,1984,Science,Author B,10032,Student 32,Student,18-20,English Literature,2023
2023-05-16,2023-06-05,2023-05-27,11.0,Returned On Time,8,Hamlet,Computer Science,Author H,10024,Student 24,Student,21-23,Physics,2024
2024-12-06,2025-01-02,2024-12-30,24.0,Returned On Time,27,Abstract Algebra,Philosophy,Author A,10044,Student 44,Student,18-20,Civil Engineering,2023
2024-05-06,2024-05-25,2024-05-19,13.0,Returned On Time,7,War and Peace,Computer Science,Author G,10019,Student 19,Student,24-25,Psychology,2024
2023-04-09,2023-04-18,2023-04-18,9.0,Returned On Time,2,1984,Science,Author B,10009,Student 9,Student,24-25,Sociology,2023
2024-05-14,2024-06-04,2024-05-31,17.0,Returned On Time,45,Alice's Adventures in Wonderland,Computer Science,Author S,10010,Student 10,Student,21-23,Psychology,2024
2024-02-17,2024-03-13,2024-02-21,4.0,Returned On Time,41,Fahrenheit 451,Philosophy,Author O,10013,Student 13,Student,18-20,Physics,2022
2024-03-08,2024-03-31,2024-03-15,7.0,Returned On Time,11,The Lord of the Rings,Mathematics,Author K,10001,Student 1,Student,18-20,Chemistry,2024
2024-12-05,2024-12-30,,,Overdue,25,Calculus: Early Transcendentals,Science,Author Y,10021,Student 21,Student,21-23,Computer Science,2024
2023-11-13,2023-12-05,2023-11-28,15.0,Returned On Time,21,Introduction to Algorithms,Philosophy,Author U,10002,Student 2,Student,21-23,Physics,2022
2024-07-18,2024-08-12,2024-07-28,10.0,Returned On Time,17,A Brief History of Time,Philosophy,Author Q,10016,Student 16,Student,24-25,Mechanical Engineering,2024
2024-09-26,2024-10-12,2024-10-08,12.0,Returned On Time,46,Treasure Island,Economics,Author T,10022,Student 22,Student,24-25,Civil Engineering,2024
2024-05-25,2024-06-01,2024-06-01,7.0,Returned On Time,37,Meditations,Fiction,Author K,10008,Student 8,Student,21-23,Mechanical Engineering,2022
2023-04-30,2023-05-13,2023-05-06,6.0,Returned On Time,1,The Great Gatsby,Fiction,Author A,10026,Student 26,Student,24-25,Electrical Engineering,2024
2024-07-15,2024-08-05,2024-07-26,11.0,Returned On Time,27,Abstract Algebra,Philosophy,Author A,10031,Student 31,Student,24-25,Mechanical Engineering,2024
2023-02-05,2023-02-20,2023-02-17,12.0,Returned On Time,10,Crime and Punishment,Science,Author J,10029,Student 29,Student,24-25,Economics,2024
2023-01-18,2023-01-28,2023-01-25,7.0,Returned On Time,9,The Odyssey,Philosophy,Author I,10047,Student 47,Student,21-23,Mechanical Engineering,2023
2023-10-19,2023-11-04,2023-10-27,8.0,Returned On Time,30,The Republic,History,Author D,10047,Student 47,Student,21-23,Mechanical Engineering,2023
2024-08-27,2024-09-17,2024-08-30,3.0,Returned On Time,19,Clean Code,Science,Author S,10031,Student 31,Student,24-25,Mechanical Engineering,2024
2024-10-12,2024-10-29,2024-10-29,17.0,Returned On Time,25,Calculus: Early Transcendentals,Science,Author Y,10012,Student 12,Student,18-20,Mathematics,2023
2024-11-11,2024-12-08,2024-11-20,9.0,Returned On Time,16,The Selfish Gene,Fiction,Author P,10044,Student 44,Student,18-20,Civil Engineering,2023
2024-02-13,2024-02-28,2024-02-28,15.0,Returned On Time,45,Alice's Adventures in Wonderland,Computer Science,Author S,10022,Student 22,Student,24-25,Civil Engineering,2024
2024-01-02,2024-01-16,2024-01-16,14.0,Returned On Time,45,Alice's Adventures in Wonderland,Computer Science,Author S,10017,Student 17,Student,21-23,Sociology,2024
2023-04-04,2023-04-19,2023-04-19,15.0,Returned On Time,30,The Republic,History,Author D,10040,Student 40,Student,21-23,Mathematics,2023
2024-07-19,2024-08-01,2024-08-01,13.0,Returned On Time,10,Crime and Punishment,Science,Author J,10035,Student 35,Student,18-20,Biology,2024
2023-09-11,2023-10-06,2023-09-22,11.0,Returned On Time,38,Outliers,History,Author L,10029,Student 29,Student,24-25,Economics,2024
2023-03-27,2023-04-14,2023-04-14,18.0,Returned On Time,45,Alice's Adventures in Wonderland,Computer Science,Author S,10042,Student 42,Student,24-25,Mechanical Engineering,2022
2023-01-31,2023-02-23,2023-02-12,12.0,Returned On Time,49,Jane Eyre,History,Author W,10032,Student 32,Student,18-20,English Literature,2023
2024-12-04,2024-12-22,,,Overdue,45,Alice's Adventures in Wonderland,Computer Science,Author S,10031,Student 31,Student,24-25,Mechanical Engineering,2024
2024-01-05,2024-01-12,2024-01-12,7.0,Returned On Time,21,Introduction to Algorithms,Philosophy,Author U,10014,Student 14,Student,18-20,Chemistry,2022
2024-10-20,2024-10-28,2024-10-28,8.0,Returned On Time,34,Freakonomics,Computer Science,Author H,10011,Student 11,Student,21-23,History,2022
2023-08-13,2023-09-07,2023-08-16,3.0,Returned On Time,8,Hamlet,Computer Science,Author H,10026,Student 26,Student,24-25,Electrical Engineering,2024
2024-12-17,2024-12-29,2024-12-22,5.0,Returned On Time,19,Clean Code,Science,Author S,10001,Student 1,Student,18-20,Chemistry,2024
2023-12-14,2023-12-29,2023-12-29,15.0,Returned On Time,42,The Hobbit,Science,Author P,10033,Student 33,Student,18-20,Economics,2022
2024-12-18,2025-01-08,2025-01-08,21.0,Returned On Time,42,The Hobbit,Science,Author P,10038,Student 38,Student,21-23,Civil Engineering,2024
2024-08-16,2024-08-31,2024-08-29,13.0,Returned On Time,49,Jane Eyre,History,Author W,10036,Student 36,Student,24-25,Electrical Engineering,2023
2024-11-09,2024-11-28,2024-11-28,19.0,Returned On Time,31,Microeconomics,Fiction,Author E,10010,Student 10,Student,21-23,Psychology,2024
2024-12-01,2024-12-24,2024-12-12,11.0,Returned On Time,11,The Lord of the Rings,Mathematics,Author K,10049,Student 49,Student,24-25,Sociology,2022
2023-01-28,2023-02-22,2023-02-09,12.0,Returned On Time,14,Cosmos,Mathematics,Author N,10049,Student 49,Student,24-25,Sociology,2022
2023-12-30,2024-01-25,2024-01-15,16.0,Returned On Time,35,The Structure of Scientific Revolutions,Computer Science,Author I,10025,Student 25,Student,18-20,Computer Science,2022
2024-05-13,2024-05-22,2024-05-22,9.0,Returned On Time,42,The Hobbit,Science,Author P,10014,Student 14,Student,18-20,Chemistry,2022
2023-09-08,2023-09-18,2023-09-18,10.0,Returned On Time,7,War and Peace,Computer Science,Author G,10040,Student 40,Student,21-23,Mathematics,2023
2023-10-17,2023-10-29,2023-10-29,12.0,Returned On Time,21,Introduction to Algorithms,Philosophy,Author U,10009,Student 9,Student,24-25,Sociology,2023
2023-04-16,2023-05-13,2023-05-07,21.0,Returned On Time,27,Abstract Algebra,Philosophy,Author A,10043,Student 43,Student,24-25,Biology,2024
2023-11-28,2023-12-20,2023-12-03,5.0,Returned On Time,43,Frankenstein,Computer Science,Author Q,10046,Student 46,Student,18-20,English Literature,2024
2024-09-18,2024-10-02,2024-09-30,12.0,Returned On Time,10,Crime and Punishment,Science,Author J,10023,Student 23,Student,24-25,Mechanical Engineering,2022
2023-11-29,2023-12-12,2023-12-12,13.0,Returned On Time,45,Alice's Adventures in Wonderland,Computer Science,Author S,10020,Student 20,Student,18-20,Psychology,2023
2023-11-24,2023-12-04,2023-11-30,6.0,Returned On Time,13,Sapiens: A Brief History of Humankind,Mathematics,Author M,10013,Student 13,Student,18-20,Physics,2022
2024-05-30,2024-06-12,,,Overdue,11,The Lord of the Rings,Mathematics,Author K,10039,Student 39,Student,18-20,Mathematics,2022
2023-05-29,2023-06-23,2023-06-18,20.0,Returned On Time,36,The Art of War,Computer Science,Author J,10007,Student 7,Student,21-23,Civil Engineering,2024
2023-09-06,2023-09-26,2023-09-18,12.0,Returned On Time,2,1984,Science,Author B,10041,Student 41,Student,24-25,History,2023
2023-08-26,2023-09-02,2023-09-02,7.0,Returned On Time,3,To Kill a Mockingbird,Fiction,Author C,10005,Student 5,Student,21-23,Computer Science,2023
2023-08-17,2023-08-31,2023-08-23,6.0,Returned On Time,36,The Art of War,Computer Science,Author J,10013,Student 13,Student,18-20,Physics,2022
2023-10-14,2023-11-10,2023-11-01,18.0,Returned On Time,42,The Hobbit,Science,Author P,10006,Student 6,Student,21-23,History,2022
2023-11-01,2023-11-28,2023-11-13,12.0,Returned On Time,48,Wuthering Heights,Computer Science,Author V,10012,Student 12,Student,18-20,Mathematics,2023
2024-12-06,2024-12-21,2024-12-15,9.0,Returned On Time,29,Democracy in America,Mathematics,Author C,10017,Student 17,Student,21-23,Sociology,2024
2024-04-20,2024-05-09,2024-04-26,6.0,Returned On Time,28,The Federalist Papers,Computer Science,Author B,10039,Student 39,Student,18-20,Mathematics,2022
2024-08-31,2024-09-25,2024-09-24,24.0,Returned On Time,48,Wuthering Heights,Computer Science,Author V,10020,Student 20,Student,18-20,Psychology,2023
2024-12-24,2025-01-06,2024-12-30,6.0,Returned On Time,36,The Art of War,Computer Science,Author J,10027,Student 27,Student,21-23,English Literature,2022
2024-06-05,2024-06-16,2024-06-16,11.0,Returned On Time,23,Machine Learning Yearning,Science,Author W,10011,Student 11,Student,21-23,History,2022
2024-03-02,2024-03-19,2024-03-19,17.0,Returned On Time,40,Brave New World,Philosophy,Author N,10030,Student 30,Student,18-20,History,2022
2024-04-17,2024-04-27,2024-04-27,10.0,Returned On Time,2,1984,Science,Author B,10008,Student 8,Student,21-23,Mechanical Engineering,2022
2023-11-08,2023-11-24,2023-11-14,6.0,Returned On Time,18,The Elements of Style,History,Author R,10023,Student 23,Student,24-25,Mechanical Engineering,2022
2024-02-27,2024-03-16,2024-03-12,14.0,Returned On Time,45,Alice's Adventures in Wonderland,Computer Science,Author S,10009,Student 9,Student,24-25,Sociology,2023
2023-09-15,2023-10-11,,,Overdue,49,Jane Eyre,History,Author W,10044,Student 44,Student,18-20,Civil Engineering,2023
2024-06-15,2024-07-07,2024-07-07,22.0,Returned On Time,11,The Lord of the Rings,Mathematics,Author K,10039,Student 39,Student,18-20,Mathematics,2022
2023-03-29,2023-04-19,2023-04-19,21.0,Returned On Time,32,Macroeconomics,Economics,Author F,10004,Student 4,Student,24-25,Chemistry,2023
2024-01-13,2024-01-29,2024-01-19,6.0,Returned On Time,44,Dracula,Mathematics,Author R,10043,Student 43,Student,24-25,Biology,2024
2024-03-15,2024-04-03,2024-03-22,7.0,Returned On Time,28,The Federalist Papers,Computer Science,Author B,10017,Student 17,Student,21-23,Sociology,2024
2023-01-17,2023-01-27,2023-01-27,10.0,Returned On Time,40,Brave New World,Philosophy,Author N,10050,Student 50,Student,18-20,History,2024
2023-03-13,2023-04-05,2023-04-01,19.0,Returned On Time,12,Dune,Science,Author L,10025,Student 25,Student,18-20,Computer Science,2022
2023-05-21,2023-06-03,2023-06-03,13.0,Returned On Time,3,To Kill a Mockingbird,Fiction,Author C,10042,Student 42,Student,24-25,Mechanical Engineering,2022
2024-04-28,2024-05-08,2024-05-08,10.0,Returned On Time,12,Dune,Science,Author L,10038,Student 38,Student,21-23,Civil Engineering,2024
2023-01-09,2023-01-21,2023-01-21,12.0,Returned On Time,13,Sapiens: A Brief History of Humankind,Mathematics,Author M,10044,Student 44,Student,18-20,Civil Engineering,2023
2023-11-03,2023-11-10,2023-11-10,7.0,Returned On Time,29,Democracy in America,Mathematics,Author C,10034,Student 34,Student,21-23,Physics,2024
2023-05-25,2023-06-02,,,Overdue,4,Pride and Prejudice,Computer Science,Author D,10009,Student 9,Student,24-25,Sociology,2023
2024-12-01,2024-12-21,2024-12-13,12.0,Returned On Time,36,The Art of War,Computer Science,Author J,10007,Student 7,Student,21-23,Civil Engineering,2024
2024-03-21,2024-04-09,,,Overdue,23,Machine Learning Yearning,Science,Author W,10047,Student 47,Student,21-23,Mechanical Engineering,2023
2024-03-18,2024-03-29,2024-03-29,11.0,Returned On Time,46,Treasure Island,Economics,Author T,10010,Student 10,Student,21-23,Psychology,2024
2024-07-29,2024-08-25,2024-08-10,12.0,Returned On Time,14,Cosmos,Mathematics,Author N,10021,Student 21,Student,21-23,Computer Science,2024
2024-03-16,2024-04-11,2024-03-26,10.0,Returned On Time,30,The Republic,History,Author D,10041,Student 41,Student,24-25,History,2023
2024-08-10,2024-08-19,2024-08-19,9.0,Returned On Time,4,Pride and Prejudice,Computer Science,Author D,10035,Student 35,Student,18-20,Biology,2024
2024-03-29,2024-04-18,2024-04-14,16.0,Returned On Time,46,Treasure Island,Economics,Author T,10032,Student 32,Student,18-20,English Literature,2023
2023-02-17,2023-03-10,2023-03-10,21.0,Returned On Time,19,Clean Code,Science,Author S,10003,Student 3,Student,18-20,History,2023
2023-09-06,2023-09-20,2023-09-20,14.0,Returned On Time,15,"Thinking, Fast and Slow",History,Author O,10047,Student 47,Student,21-23,Mechanical Engineering,2023
2023-04-19,2023-05-12,2023-04-26,7.0,Returned On Time,2,1984,Science,Author B,10012,Student 12,Student,18-20,Mathematics,2023
2023-01-20,2023-02-07,,,Overdue,18,The Elements of Style,History,Author R,10038,Student 38,Student,21-23,Civil Engineering,2024
2024-08-23,2024-09-02,2024-09-02,10.0,Returned On Time,49,Jane Eyre,History,Author W,10031,Student 31,Student,24-25,Mechanical Engineering,2024
2023-03-17,2023-04-07,2023-03-26,9.0,Returned On Time,37,Meditations,Fiction,Author K,10014,Student 14,Student,18-20,Chemistry,2022
